Symbol,TimeFrame,Date,Volume,Open,High,Low,Close,EMA_3,EMA_9,EMA_20,EMA_34,PPO_Line,PPO_Signal,PPO_Histogram,PMO_Line,PMO_Signal,EMA_9_Rising,EMA_34_Rising,PPO_Rising,PMO_Rising,EMA_9_Declining,EMA_34_Declining,PPO_Declining,PMO_Declining,TR_Status,Peak,Valley,Buy_Point,Days_From_Peak,Peak_Date,In_Buy_Zone,Distance_From_BP,Buy_Zone_Lower,Buy_Zone_Upper,Stop_Loss,Risk_Per_Share,Risk_Percentage,Buy_Signal,Exit_Signal,Exit_Reason,TR_Status_Enhanced,RS,Chaikin_AD
GH,Daily,2025-05-12,2232804,42.47,43.46,41.05,41.66,41.66,41.66,41.66,41.66,0.0,0.0,0.0,,,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-13,1492934,41.74,42.4,40.57,41.36,41.51,41.599999999999994,41.63142857142857,41.64285714285714,-0.057475747287332735,-0.011495149457466547,-0.04598059782986619,-7.201152184349469,-7.201152184349469,False,False,False,False,True,True,True,True,Neutral Sell,False,False,,,,False,,,,,,,False,False,,Neutral Sell ↓,50.0,50.0
GH,Daily,2025-05-14,1390779,41.41,42.32,40.4,40.72,41.114999999999995,41.42399999999999,41.54462585034014,41.590122448979585,-0.2248336308804861,-0.05416284574207046,-0.17067078513841566,-7.244923272338696,-7.209110563983873,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-15,1543823,40.65,40.65,39.28,40.46,40.787499999999994,41.231199999999994,41.44132815030775,41.525544023323604,-0.4040113660154753,-0.12413254979675145,-0.2798788162187239,-7.27777605646674,-7.221595198980757,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-16,1632207,40.66,41.06,40.13,40.67,40.72875,41.118959999999994,41.367868326468916,41.4766557934194,-0.49979052603054475,-0.19926414504351012,-0.30052638098703466,-7.239879956792282,-7.224919700401033,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-19,1236378,40.04,40.64,39.9,40.24,40.484375,40.943168,41.26045229537664,41.40598974808115,-0.6528595063767082,-0.28998321731014975,-0.36287628906655844,-7.225132886983403,-7.2249584615978275,False,False,False,True,True,True,True,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-20,1484869,40.24,40.34,39.4,39.97,40.2271875,40.748534400000004,41.13755207676934,41.323933191047935,-0.8186226694547817,-0.39571110773907614,-0.42291156171570554,-7.209804616557892,-7.222203217045111,False,False,False,True,True,True,True,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-21,2184333,39.23,39.78,37.01,37.09,38.65859375,40.01682752000001,40.75207092660083,41.08199415155948,-1.5062497660984342,-0.6178188394109478,-0.8884309266874864,-7.539797845341596,-7.279947694917199,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-22,1483112,36.71,37.7,36.71,37.05,37.854296875,39.423462016,40.39949274311503,40.85159448575608,-2.045167768808762,-0.9032886252905108,-1.1418791435182514,-7.78758920200067,-7.3722461507505574,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-23,1373099,36.58,38.2,36.36,38.0,37.9271484375,39.138769612800004,40.17096962472313,40.688646229427164,-2.26017009147694,-1.1746649185277966,-1.0855051729491432,-7.822455282727727,-7.454102356564588,False,False,False,False,True,True,True,True,Neutral,False,True,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-27,1828044,38.89,39.63,38.46,39.17,38.548574218750005,39.14501569024001,40.07563918427331,40.60186644488847,-2.169427543371066,-1.3736174434964505,-0.7958100998746156,-7.647952336010699,-7.489347807372972,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-28,1651643,39.19,39.34,37.73,38.19,38.369287109375,38.954012552192005,39.8960545000568,40.46404550518056,-2.272212489584501,-1.5533364527140607,-0.7188760368704403,-7.590751114189543,-7.507784772248711,False,False,False,True,True,True,True,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-29,966596,38.64,38.88,38.03,38.55,38.4596435546875,38.8732100417536,39.76785883338472,40.354671476313094,-2.255449437871515,-1.6937590497455517,-0.5616903881259634,-7.451834183546335,-7.497611937939188,False,False,True,True,True,True,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-05-30,2503210,38.31,41.15,38.07,40.62,39.53982177734375,39.22256803340289,39.84901513496713,40.36983310623806,-1.7972915392785886,-1.7144655476521593,-0.08282599162642934,-7.009593884409303,-7.408881382751935,True,False,True,True,False,True,False,False,Neutral Buy,False,False,,,,False,,,,,,,False,False,,Neutral Buy ↑,50.0,50.0
GH,Daily,2025-06-02,2855981,41.66,42.52,39.7,42.1,40.81991088867187,39.79805442672231,40.06339464592264,40.4686997858816,-1.1211923478256267,-1.595810907686853,0.47461855986122625,-6.401833800998138,-7.2257818224330626,True,True,True,True,False,False,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-06-03,4040189,42.32,46.75,42.29,45.79,43.30495544433593,40.99644354137785,40.60878563202525,40.772774083831216,0.14582363457092312,-1.247483999235298,1.3933076338062211,-5.384883836294919,-6.891073097680672,True,True,True,True,False,False,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-06-04,2691318,45.57,48.05,45.44,47.76,45.53247772216797,42.34915483310228,41.28985366707047,41.172044136183715,1.495096454631501,-0.6989679084619382,2.1940643630934393,-4.259779089574356,-6.4126560052977055,True,True,True,True,False,False,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-06-05,3533458,47.84,50.03,46.4,48.41,46.97123886108398,43.56132386648183,41.967962841635185,41.58564161411607,2.6284043269481105,-0.03349346137992848,2.661897788328039,-3.203832470908607,-5.8292335444996874,True,True,True,True,False,False,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-06-06,2067285,48.99,50.25,47.43,48.06,47.51561943054199,44.46105909318547,42.548156856717554,41.95560495045229,3.3962924918988557,0.6524637292758284,2.7438287626230276,-2.322830882495643,-5.191705787771679,True,True,True,True,False,False,False,False,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-06-09,2949303,48.44,50.54,47.16,49.53,48.522809715270995,45.474847274548374,43.213094298934934,42.38842752471216,4.205857812634068,1.3631425459474764,2.842715266686592,-1.395892501791876,-4.501557917593532,True,True,True,True,False,False,False,False,Neutral,True,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
GH,Daily,2025-06-10,1752193,49.53,50.52,48.56,50.09,49.3064048576355,46.3978778196387,43.868037699036364,42.82851738044289,4.868525446822586,2.0642191261224982,2.804306320700088,-0.5366188509544968,-3.7806599054773433,True,True,True,True,False,False,False,False,Neutral,False,False,50.54,1.0,2025-06-09,True,-0.8903838543727656,48.013,53.067,46.4968,4.043199999999999,8.0,False,False,,Neutral,50.0,50.0
GH,Daily,2025-06-11,1841604,50.17,50.18,48.14,49.03,49.16820242881775,46.92430225571097,44.359653156270994,43.18288781584615,5.127903278223869,2.6769559565427725,2.450947321681096,0.08849969347199775,-3.0771763420320086,True,True,True,True,False,False,False,False,Neutral,False,False,50.54,2.0,2025-06-09,True,-2.9877324891175268,48.013,53.067,46.4968,4.043199999999999,8.0,False,False,,Neutral,53.0,50.0
GH,Daily,2025-06-12,1256637,48.84,49.19,48.12,49.02,49.09410121440888,47.343441804568776,44.80349571281661,43.51643708351208,5.260658909585239,3.1936965471512657,2.0669623624339737,0.6211144472827929,-2.404759834883863,True,True,True,True,False,False,False,False,Neutral,False,False,50.54,3.0,2025-06-09,True,-3.0075187969924735,48.013,53.067,46.4968,4.043199999999999,8.0,False,False,,Neutral,53.1,50.0
GH,Daily,2025-06-13,1950970,47.22,50.39,46.85,49.29,49.192050607204436,47.73275344365503,45.2307818354055,43.84635496445425,5.342843427912693,3.6235259233035513,1.7193175046091418,1.1020886495553488,-1.7671510195312787,True,True,True,True,False,False,False,False,Neutral,False,True,50.54,4.0,2025-06-09,True,-2.4732884843688168,48.013,53.067,46.4968,4.043199999999999,8.0,False,False,,Neutral,53.9,50.0
