Symbol,TimeFrame,Date,Volume,Open,High,Low,Close,EMA_3,EMA_9,EMA_20,EMA_34,PPO_Line,PPO_Signal,PPO_Histogram,PMO_Line,PMO_Signal,EMA_9_Rising,EMA_34_Rising,PPO_Rising,PMO_Rising,EMA_9_Declining,EMA_34_Declining,PPO_Declining,PMO_Declining,TR_Status,Peak,Valley,Buy_Point,Days_From_Peak,Peak_Date,In_Buy_Zone,Distance_From_BP,Buy_Zone_Lower,Buy_Zone_Upper,Stop_Loss,Risk_Per_Share,Risk_Percentage,Buy_Signal,Exit_Signal,Exit_Reason,TR_Status_Enhanced,RS,Chaikin_AD
FTNT,Daily,2025-05-12,6251519,99.85,102.13,99.19,102.04,102.04,102.04,102.04,102.04,0.0,0.0,0.0,,,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
FTNT,Daily,2025-05-13,5890029,101.48,105.5,101.28,105.05,103.545,102.64200000000001,102.32666666666667,102.212,0.23480051150182513,0.04696010230036503,0.1878404092014601,29.498235985887746,29.498235985887746,False,False,False,False,True,True,True,True,Neutral Buy,False,False,,,,False,,,,,,,False,False,,Neutral Buy ↑,50.0,50.0
FTNT,Daily,2025-05-14,4513852,105.1,105.97,102.68,103.23,103.3875,102.75960000000002,102.41269841269842,102.27017142857143,0.2739209605570505,0.09235227395170213,0.18156868660534836,29.250493555837174,29.45319190769673,False,False,False,False,True,True,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
FTNT,Daily,2025-05-15,4680209,102.5,103.39,101.34,102.56,102.97375,102.71968000000003,102.42672713529858,102.2867330612245,0.24930938959951618,0.12374369708126494,0.12556569251825123,28.849693252461115,29.343464879472073,True,True,True,False,False,False,False,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
FTNT,Daily,2025-05-16,4510482,103.23,105.11,102.69,104.59,103.781875,103.09374400000003,102.63275312241299,102.41834831486881,0.38481439212595225,0.1759578360902024,0.20885655603574985,28.45929298518056,29.18270635323725,True,True,True,False,False,False,False,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
FTNT,Daily,2025-05-19,3562604,103.56,104.95,103.5,104.75,104.2659375,103.42499520000003,102.83439568218319,102.55158555401916,0.49855568157476426,0.2404774051871148,0.25807827638764946,27.983212809577655,28.96461661802641,True,True,True,False,False,False,False,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
FTNT,Daily,2025-05-20,3958293,104.89,104.89,103.2,104.79,104.52796875000001,103.69799616000003,103.02064371245146,102.67949495093234,0.584691926371938,0.30932030942407945,0.27537161694785856,27.430364663576245,28.68566171721729,True,True,True,False,False,False,False,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
FTNT,Daily,2025-05-21,4423738,103.69,104.78,102.75,102.84,103.68398437500001,103.52639692800003,103.00343954936085,102.68866666802191,0.4948450938710387,0.3464252663134713,0.14841982755756739,26.71436473708969,28.327244084466816,True,True,True,False,False,False,False,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
FTNT,Daily,2025-05-22,3655115,103.33,104.69,103.08,103.62,103.65199218750001,103.54511754240004,103.06215959227886,102.74188571556351,0.479048544428404,0.3729499219364579,0.10609862249194613,26.001328994064487,27.90435043166639,True,True,False,False,False,False,True,True,Neutral,False,False,,,,False,,,,,,,False,False,,Neutral,50.0,50.0
FTNT,Daily,2025-05-23,3769215,102.16,103.53,101.58,103.16,103.40599609375,103.46809403392004,103.07147772634754,102.76577796038846,0.42568825729997656,0.3834975890091616,0.04219066829081497,25.230980322500663,27.418283139090804,False,True,False,False,True,False,True,True,Neutral Sell,False,False,,,,False,,,,,,,False,False,,Neutral Sell ↓,50.0,50.0
