Symbol,Name,Exchange,Sector,Sector Name,S&P 500,Industry
CALA,"Calithera Biosciences, Inc.",OTCM,XLV,,False,Biotechnology
CALB,California Bancorp,NASD,XLF,,False,Banks
CALC,CalciMedica Inc.,NASD,XLV,,False,Biotechnology
CALM,"Cal-Maine Foods, Inc.",NASD,XLP,,False,Food Retailers
CALT,Calliditas Therapeutics AB,NASD,XLV,,False,Pharmaceuticals
CALX,Calix Networks Inc.,NYSE,XLK,,False,Telecom Equipment
CAMP,"California Amplifier, Inc.",NASD,XLK,,False,Electronic Equipment
CAMT,Camtek Ltd.,NASD,XLK,,False,Computer Services
CAN,Canaan Inc,NASD,XLK,,False,Software
CANF,Can-Fite Biopharma Ltd.,AMEX,XLV,,False,Pharmaceuticals
CANG,Cango Inc.,NYSE,XLK,,False,Software
CANL,"CannLabs, Inc.",OTCM,XLV,,False,Health Care Providers
CANN,General Cannabis Corp.,OTCM,XLI,,False,Building Materials
CANO,"Cano Health, Inc.",NYSE,XLV,,False,Medical Equipment
CAPL,CrossAmerica Partners LP,NYSE,XLE,,False,Oil Equipment & Services
CAPR,"Capricor Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
CAR,"Avis Budget Group, Inc.",NASD,XLY,,False,Special Consumer Services
CARA,Cara Therapeutics Inc.,NASD,XLV,,False,Biotechnology
CARE,Carter Bank & Trust,NASD,XLF,,False,Banks
CARG,"CarGurus, Inc.",NASD,XLK,,False,Telecom Equipment
CARM,"Carisma Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
CARR,Carrier Global Corp.,NYSE,XLI,,True,Commercial Vehicles
CARS,Cars.com Inc.,NYSE,XLK,,False,Software
CARV,"Carver Bancorp, Inc.",NASD,XLF,,False,Banks
CASA,"Casa Systems, Inc.",NASD,XLK,,False,Electrical Components
CASH,"Meta Financial Group, Inc.",NASD,XLF,,False,Banks
CASI,"CASI Pharmaceuticals, Inc.",NASD,XLV,,False,Pharmaceuticals
CASS,Cass Commercial Corp.,NASD,XLF,,False,Property-Casualty Insurance
CASY,"Caseys General Stores, Inc.",NASD,XLP,,False,Food Retailers
CAT,"Caterpillar, Inc.",NYSE,XLI,,True,Business Support Services
CATC,Cambridge Bancorp,NASD,XLF,,False,Banks
CATO,Cato Corp.,NYSE,XLY,,False,Restaurants & Bars
CATX,Perspective Therapeutics Inc.,AMEX,XLV,,False,Biotechnology
CATY,"Cathay Bancorp, Inc.",NASD,XLF,,False,Banks
CB,Chubb Ltd.,NYSE,XLF,,True,Investment Services
CBAN,"Colony Bankcorp, Inc.",NASD,XLF,,False,Banks
CBAT,"CBAK Energy Technology, Inc.",NASD,XLK,,False,Computer Services
CBAY,CymaBay Therapeutics Inc.,NASD,XLV,,False,Pharmaceuticals
CBD,"Companhia Brasileira de Distribuicao, SA",NYSE,XLP,,False,Food Products
CBDS,"Cannabis Sativa, Inc.",OTCM,XLY,,False,Special Consumer Services
CBFV,"CB Financial Services, Inc.",NASD,XLF,,False,Banks
CBIO,Catalyst Biosciences Inc.,NASD,XLV,,False,Pharmaceuticals
CBL,"CBL & Associates Properties, Inc.",NYSE,XLRE,,False,Real Estate Services
CBNK,Capital Bancorp Inc.,NASD,XLF,,False,Banks
CBOE,CBOE Global Markets Inc.,AMEX,XLF,,True,Financial Administration
CBRE,"CBRE Group, Inc.",NYSE,XLRE,,True,Diversified REITs
CBRL,"Cracker Barrel Old Country Store, Inc.",NASD,XLY,,False,Recreational Services
CBSH,"Commerce Bancshares, Inc.",NASD,XLF,,False,Banks
CBT,Cabot Corp.,NYSE,XLB,,False,Specialty Chemicals
CBU,"Community Bank Sys, Inc.",NYSE,XLF,,False,Banks
CBUS,"Cibus, Inc.",NASD,XLP,,False,Soft Drinks
CBZ,CBIZ Inc.,NYSE,XLF,,False,Asset Managers
CC,Chemours Co.,NYSE,XLB,,False,Commodity Chemicals
CCB,Coastal Financial Corp.,NASD,XLF,,False,Banks
CCBG,Capital City Bank Group,NASD,XLF,,False,Banks
CCCC,C4 Therapeutics Inc.,NASD,XLV,,False,Biotechnology
CCCS,CCC Intelligent Solutions Holdings Inc.,NASD,XLK,,False,Software
CCEL,Cryo-Cell International Inc.,AMEX,XLV,,False,Health Care Providers
CCEP,Coca-Cola Europacific Partners Plc,NASD,XLP,,False,Brewers
CCF,Chase Corp.,AMEX,XLB,,False,Nonferrous Metals
CCI,Crown Castle Intl Corp.,NYSE,XLRE,,True,Specialty REITs
CCJ,Cameco Corp.,NYSE,XLB,,False,Containers & Packaging
CCK,Crown Holdings Inc.,NYSE,XLB,,False,Gold Mining
CCL,Carnival Corp.,NYSE,XLY,,True,Business Training Agencies
CCLD,"CareCloud, Inc.",NASD,XLK,,False,Software
CCLDP,"CareCloud, Inc.",NASD,XLK,,False,Computer Services
CCLP,CSI Compressco LP,NASD,XLE,,False,Exploration & Production
CCM,Concord Medical Services Holdings Ltd.,NYSE,XLV,,False,Health Care Providers
CCNE,CNB Financial Corp.,NASD,XLF,,False,Banks
CCO,Clear Channel Outdoor Holdings Inc.,NYSE,XLC,,False,Internet
CCOI,"Cogent Communications Holdings, Inc.",NASD,XLC,,False,Internet
CCRD,CoreCard Corporation,NYSE,XLK,,False,Software
CCRN,"Cross Country Healthcare, Inc.",NASD,XLY,,False,Home Construction
CCS,"Century Communities, Inc.",NYSE,XLY,,False,Durable Household Products
CCSI,Consensus Cloud Solutions Inc.,NASD,XLK,,False,Software
CCU,Companias Cervecerias,NYSE,XLP,,False,Soft Drinks
CD,Chindata Group Holdings Ltd.,NASD,XLK,,False,Computer Services
CDAY,"Ceridian HCM Holding, Inc.",NYSE,XLI,,False,Defense
CDE,Coeur Mining Inc,NYSE,XLB,,False,Specialty Chemicals
CDIO,Cardio Diagnostics Holdings Inc.,NASD,XLV,,False,Pharmaceuticals
CDLX,"Cardlytics, Inc.",NASD,XLC,,False,Mobile Telecommunications
CDMO,"Avid Bioservices, Inc.",NASD,XLV,,False,Biotechnology
CDNA,CareDx Inc.,NASD,XLV,,False,Medical Equipment
CDNS,"Cadence Design Systems, Inc.",NASD,XLK,,True,Software
CDRE,Cadre Holdings Inc.,NYSE,XLI,,False,Industrial Machinery
CDTX,"Cidara Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
CDW,CDW Corp.,NASD,XLK,,True,Electronic Equipment
CDXC,ChromaDex Corp.,NASD,XLB,,False,Specialty Chemicals
CDXS,Codexis Inc.,NASD,XLB,,False,Commodity Chemicals
CDZI,Cadiz Inc.,NASD,XLU,,False,Conventional Electricity
CE,Celanese Corp.,NYSE,XLB,,True,Aluminum
CEAD,CEA Industries Inc.,NASD,XLK,,False,Semiconductors
CECO,CECO Environmental Corp.,NASD,XLI,,False,Commercial Vehicles
CEF,Sprott Physical Gold and Silver Trust,AMEX,XLF,,False,Specialty Finance
CEG,Constellation Energy Corp.,NASD,XLU,,True,Conventional Electricity
CEI,"Camber Energy, Inc.",AMEX,XLE,,False,Coal
CEIX,CONSOL Energy Inc.,NYSE,XLE,,False,Pipelines
CELC,"Celcuity, LLC",NASD,XLV,,False,Biotechnology
CELH,Celsius Holdings Inc.,NASD,XLP,,False,Nondurable Home Products
CELJF,"Cellcom Israel, Inc.",OTCM,XLC,,False,Fixed Telecommunications
CELL,PhenomeX Inc.,NASD,XLV,,False,Biotechnology
CENN,Cenntro Electric Group Ltd.,NASD,XLI,,False,Industrial Machinery
CENT,Central Garden & Pet Co.,NASD,XLY,,False,Durable Household Products
CENTA,Central Garden & Pet Co.,NASD,XLY,,False,Clothing & Accessories
CENX,Century Aluminum Co.,NASD,XLB,,False,Specialty Chemicals
CEPU,Central Puerto S.A.,NYSE,XLU,,False,Conventional Electricity
CEQP,Crestwood Equity Partners LP,NYSE,XLE,,False,Pipelines
CEQP/PR,Crestwood Equity Partners LP,NYSE,XLE,,False,Oil Equipment & Services
CERE,"Cerevel Therapeutics Holdings, Inc.",NASD,XLV,,False,Biotechnology
CERS,Cerus Corp.,NASD,XLV,,False,Biotechnology
CERT,Certara Inc.,NASD,XLV,,False,Biotechnology
CESDF,CES Energy Solutions Corp.,OTCM,XLE,,False,Oil Equipment & Services
CETX,Cemtrex Inc.,NASD,XLK,,False,Electronic Equipment
CEVA,Ceva Inc.,NASD,XLK,,False,Software
CF,"CF Industries Holdings, Inc.",NYSE,XLB,,True,Specialty Chemicals
CFB,Crossfirst Bankshares Inc.,NASD,XLF,,False,Banks
CFFI,C&F Financial Corp.,NASD,XLF,,False,Banks
CFFN,Capitol Federal Financial,NASD,XLF,,False,Banks
CFG,Citizens Financial Group Inc.,NYSE,XLF,,True,Banks
CFLT,Confluent Inc.,NASD,XLK,,False,Software
CFMS,"Conformis, Inc.",NASD,XLV,,False,Medical Equipment
CFR,Cullen Frost Bankers Inc.,NYSE,XLF,,False,Banks
CFRUY,Compagnie Financiere Richemont SA,OTCM,XLY,,False,Home Construction
CFRX,ContraFect Corp.,NASD,XLV,,False,Biotechnology
CFSB,CFSB Bancorp Inc.,NASD,XLF,,False,Banks
CG,Carlyle Group LP,NASD,XLF,,False,Asset Managers
CGA,"China Green Agriculture, Inc.",NYSE,XLB,,False,Gold Mining
CGAU,Centerra Gold Inc.,NYSE,XLB,,False,Nonferrous Metals
CGBD,Carlyle Secured Lending Inc.,NASD,XLF,,False,Mortgage Finance
CGC,Canopy Growth Corp.,NYSE,XLV,,False,Pharmaceuticals
CGEM,Cullinan Management Inc.,NASD,XLV,,False,Pharmaceuticals
CGEN,Compugen Ltd.,NASD,XLV,,False,Biotechnology
CGGYY,Compagnie Generale de Geophysique-Veritas SA,OTCM,XLE,,False,Exploration & Production
CGNT,Cognyte Software Ltd.,NASD,XLK,,False,Software
CGNX,Cognex Corp.,NASD,XLK,,False,Electrical Components
CGRN,Capstone Green Energy Corporation,NASD,XLK,,False,Telecom Equipment
CGRW,"Cannagrow Holdings, Inc.",OTCM,XLY,,False,Special Consumer Services
CGTX,Cognition Therapeutics Inc.,NASD,XLV,,False,Biotechnology
CHCI,Comstock Holding Cos. Inc.,NASD,XLY,,False,Gambling
CHCO,City Holding Co.,NASD,XLF,,False,Banks
CHCT,"Community Healthcare Trust, Inc.",NYSE,XLRE,,False,Real Estate Services
CHD,"Church & Dwight Co, Inc.",NYSE,XLP,,True,Food Retailers
CHDN,"Churchill Downs, Inc.",NASD,XLY,,False,Hotels
CHE,Chemed Corp.,NYSE,XLY,,False,Special Consumer Services
CHEF,"Chefs' Warehouse, Inc.",NASD,XLP,,False,Food Products
CHEK,Check-Cap Ltd.,NASD,XLV,,False,Health Care Providers
CHGG,"Chegg, Inc.",NYSE,XLY,,False,Specialty Retailers
CHH,"Choice Hotels Intl, Inc.",NYSE,XLY,,False,Apparel Retailers
CHK,Chesapeake Energy Corp.,NASD,XLE,,False,Exploration & Production
CHKP,"Check Point Software Technologies, Ltd.",NASD,XLK,,False,Software
CHKR,Chesapeake Granite Wash Trust,NYSE,XLE,,False,Exploration & Production
CHMG,Chemung Financial Corp.,NASD,XLF,,False,Banks
CHMI,Cherry Hill Mortgage Investment Corp.,NYSE,XLF,,False,Life Insurance
CHNR,"China Resources Development, Inc.",NASD,XLB,,False,Gold Mining
CHPGF,Chesapeake Gold Corp.,OTCM,XLB,,False,Steel
CHPT,"ChargePoint Holdings, Inc.",NYSE,XLY,,False,Specialty Retailers
CHRD,Chord Energy Corporation,NASD,XLE,,False,Oil Equipment & Services
CHRS,Coherus BioSciences Inc.,NASD,XLV,,False,Biotechnology
CHRW,"C.H. Robinson Worldwide, Inc.",NASD,XLI,,True,Transportation Services
CHS,"Chicos FAS, Inc.",NYSE,XLY,,False,Restaurants & Bars
CHSCL,CHS Inc.,NASD,XLP,,False,Food Products
CHSCM,CHS Inc.,NASD,XLP,,False,Food Products
CHSCN,CHS Inc.,NASD,XLP,,False,Food Products
CHSCO,CHS Inc.,NASD,XLP,,False,Food Products
CHSCP,CHS Inc.,NASD,XLP,,False,Food Retailers
CHSN,Chanson International Holding,NASD,XLP,,False,Soft Drinks
CHT,"Chunghwa Telecom Co., Ltd.",NYSE,XLC,,False,Entertainment
CHTR,Charter Communications Inc.,NASD,XLC,,True,Entertainment
CHUC,Charlie's Holdings Inc.,OTCM,XLP,,False,Drug Retailers
CHUY,Chuy's Holdings Inc.,NASD,XLY,,False,Furnishings
CHWY,Chewy Inc.,NYSE,XLY,,False,Specialty Retailers
CHX,ChampionX Corporation,NASD,XLE,,False,Exploration & Production
CI,CIGNA Corp.,NYSE,XLV,,True,Health Care Providers
CIA,"Citizens, Inc.",NYSE,XLF,,False,Asset Managers
CIB,Bancolombia SA,NYSE,XLF,,False,Banks
CICHY,China Construction Bank Corp. ADR,OTCM,XLF,,False,Banks
CIEN,CIENA Corp.,NYSE,XLK,,False,Computer Services
CIFR,Cipher Mining Inc.,NASD,XLF,,False,Property-Casualty Insurance
CIFRW,Cipher Mining Inc.,NASD,XLK,,False,Software
CIG,Companhia Energetica de Minas Gerais (Cemig),NYSE,XLU,,False,Conventional Electricity
CIG/C,Companhia Energetica de Minas Gerais (Cemig),NYSE,XLU,,False,Conventional Electricity
CIGI,Colliers International Group Inc.,NASD,XLRE,,False,Mortgage REITs
CIM,Chimera Investment Corp.,NYSE,XLRE,,False,Industrial & Office REITs
CINF,Cincinnati Financial Corp.,NASD,XLF,,True,Asset Managers
CING,Cingulate Inc.,NASD,XLV,,False,Pharmaceuticals
CINT,CI&T Inc.,NYSE,XLK,,False,Computer Services
CIO,"City Office REIT, Inc.",NYSE,XLRE,,False,Diversified REITs
CION,CION Investment Corporation,NYSE,XLF,,False,Financial Administration
CIOXY,Cielo SA ADR,OTCM,XLF,,False,Asset Managers
CIR,"Circor Intl, Inc.",NYSE,XLI,,False,Industrial Machinery
CISO,Cerberus Cyber Sentinel Corp.,NASD,XLK,,False,Telecom Equipment
CIVB,"Civista Bancshares, Inc.",NASD,XLF,,False,Banks
CIVI,"Civitas Resources, Inc.",NYSE,XLE,,False,Oil Equipment & Services
CIX,"Compx Intl, Inc.",AMEX,XLY,,False,Automobiles
CIXXF,CI Financial Corp.,OTCM,XLF,,False,Investment Services
CIZN,Citizens Holding Co.,NASD,XLF,,False,Banks
CJET,Chijet Motor Company Inc.,NASD,XLY,,False,Recreational Products
CJJD,"China Jo-Jo Drugstores, Inc.",NASD,XLP,,False,Personal Products
CJREF,Corus Entertainment Inc.,OTCM,XLC,,False,Entertainment
CKHUY,CK Hutchison Holdings Ltd.,OTCM,XLP,,False,Personal Products
CKPT,"Checkpoint Therapeutics, Inc.",NASD,XLV,,False,Pharmaceuticals
CKX,CKX Lands Inc.,AMEX,XLRE,,False,Hotel & Lodging REITs
CL,Colgate-Palmolive Co.,NYSE,XLP,,True,Nondurable Home Products
CLAR,Clarus Corp.,NASD,XLY,,False,Business Training Agencies
CLB,Core Laboratories N V,NYSE,XLE,,False,Integrated Oil & Gas
CLBK,Columbia Financial Inc.,NASD,XLF,,False,Banks
CLBT,Cellebrite DI Ltd.,NASD,XLK,,False,Software
CLCO,Cool Company Ltd.,NYSE,XLI,,False,Waste & Disposal Services
CLDT,Chatham Lodging Trust,NYSE,XLRE,,False,Residential REITs
CLDX,Celldex Therapeutics Inc.,NASD,XLV,,False,Biotechnology
CLEU,China Liberal Education Holdings Ltd.,NASD,XLY,,False,Restaurants & Bars
CLF,Cleveland-Cliffs Inc,NYSE,XLB,,False,Nonferrous Metals
CLFD,Clearfield Inc.,NASD,XLK,,False,Computer Services
CLGN,CollPlant Biotechnologies Ltd.,NASD,XLV,,False,Biotechnology
CLH,"Clean Harbors, Inc.",NYSE,XLI,,False,Marine Transportation
CLIR,ClearSign Combustion Corp.,NASD,XLI,,False,Commercial Vehicles
CLLS,Cellectis SA,NASD,XLV,,False,Biotechnology
CLLXF,Callinex Mines Inc.,OTCM,XLB,,False,Specialty Chemicals
CLMB,"Climb Global Solutions, Inc.",NASD,XLY,,False,Special Consumer Services
CLMT,Calumet Specialty Products Partners L.P.,NASD,XLB,,False,Paper
CLNE,Clean Energy Fuels Corp.,NASD,XLE,,False,Exploration & Production
CLNN,Clene Inc.,NASD,XLV,,False,Biotechnology
CLOV,Clover Health Investments Corp.,NASD,XLV,,False,Medical Equipment
CLPHY,CLP Holdings Ltd.,OTCM,XLU,,False,Conventional Electricity
CLPR,Clipper Realty Inc.,NYSE,XLRE,,False,Mortgage REITs
CLPS,CLPS Inc.,NASD,XLK,,False,Telecom Equipment
CLPT,"ClearPoint Neuro, Inc.",NASD,XLV,,False,Health Care Providers
CLRB,"Cellectar Biosciences, Inc.",NASD,XLV,,False,Pharmaceuticals
CLRD,"Clearday, Inc.",OTCM,XLK,,False,Telecom Equipment
CLRO,ClearOne Communications Inc.,NASD,XLK,,False,Electrical Components
CLS,"Celestica, Inc.",NYSE,XLK,,False,Electronic Equipment
CLSD,"Clearside Biomedical, Inc.",NASD,XLV,,False,Biotechnology
CLSK,"CleanSpark, Inc.",NASD,XLK,,False,Software
CLVLY,Clinuvel Pharmaceuticals Ltd.,OTCM,XLV,,False,Pharmaceuticals
CLVR,Clever Leaves International Inc.,NASD,XLV,,False,Pharmaceuticals
CLVT,Clarivate Plc,NYSE,XLK,,False,Software
CLW,Clearwater Paper Corp.,NYSE,XLB,,False,Steel
CLWT,Euro Tech Holdings Co. Ltd.,NASD,XLK,,False,Electronic Equipment
CLX,Clorox Co.,NYSE,XLP,,True,Food Products
CM,Canadian Imperial Bank Of Commerce,NYSE,XLF,,False,Banks
CMA,"Comerica, Inc.",NYSE,XLF,,False,Banks
CMAX,CareMax Inc.,NASD,XLV,,False,Health Care Providers
CMBM,Cambium Networks Corp.,NASD,XLK,,False,Telecom Equipment
CMC,Commercial Metals Co.,NYSE,XLB,,False,General Mining
CMCL,Caledonia Mining Corp.,AMEX,XLB,,False,General Mining
CMCM,Cheetah Mobile Inc.,NYSE,XLK,,False,Software
CMCO,Columbus McKinnon Corp.,NASD,XLI,,False,Commercial Vehicles
CMCSA,Comcast Corp.,NASD,XLC,,True,Media Agencies
CMCT,CIM Commercial Trust Corp.,NASD,XLRE,,False,Mortgage REITs
CME,CME Group Inc.,NASD,XLF,,True,Full Line Insurance
CMG,Chipotle Mexican Grill Inc.,NYSE,XLY,,True,Auto Parts
CMI,Cummins Inc.,NYSE,XLI,,True,Industrial Suppliers
CMLS,Cumulus Media Inc.,NASD,XLC,,False,Media Agencies
CMMB,Chemomab Therapeutics Ltd.,NASD,XLV,,False,Biotechnology
CMND,Clearmind Medicine Inc.,NASD,XLV,,False,Pharmaceuticals
CMP,"Compass Minerals Intl, Inc.",NYSE,XLB,,False,Nonferrous Metals
CMPO,"CompoSecure, Inc.",NASD,XLI,,False,Business Support Services
CMPR,Cimpress NV,NASD,XLI,,False,Commercial Vehicles
CMPS,Compass Pathways Plc,NASD,XLV,,False,Pharmaceuticals
CMPX,Compass Therapeutics Inc.,NASD,XLV,,False,Pharmaceuticals
CMRA,Comera Life Sciences Holdings Inc,NASD,XLV,,False,Pharmaceuticals
CMRE,Costamare Inc.,NYSE,XLI,,False,Marine Transportation
CMRE/PB,Costamare Inc.,NYSE,XLI,,False,Marine Transportation
CMRE/PC,Costamare Inc.,NYSE,XLI,,False,Marine Transportation
CMRE/PE,Costamare Inc.,NYSE,XLI,,False,Railroad
CMRX,"Chimerix, Inc.",NASD,XLV,,False,Pharmaceuticals
CMS,CMS Energy Corp.,NYSE,XLU,,True,Conventional Electricity
CMS/PB,Consumers Energy Co.,NYSE,XLU,,False,Conventional Electricity
CMSD,CMS Energy Corporation,NYSE,XLU,,False,Multiutilities
CMT,"Core Molding Technologies, Inc.",AMEX,XLY,,False,Recreational Services
CMTG,Claros Mortgage Trust Inc.,NYSE,XLRE,,False,Industrial & Office REITs
CMTL,Comtech Telecommunications Corp.,NASD,XLK,,False,Computer Services
CNA,Cna Financial Corp.,NYSE,XLF,,False,Specialty Finance
CNBX,CNBX Pharmaceuticals Inc.,OTCM,XLV,,False,Pharmaceuticals
CNC,Centene Corp.,NYSE,XLV,,True,Medical Supplies
CNDT,Conduent Inc.,NASD,XLK,,False,Computer Services
CNET,ZW Data Action Technologies,NASD,XLC,,False,Fixed Telecommunications
CNF,CNFinance Holdings Ltd.,NYSE,XLF,,False,Property-Casualty Insurance
CNFR,"Conifer Holdings, Inc.",NASD,XLF,,False,Asset Managers
CNHI,CNH Industrial NV,NYSE,XLI,,False,Business Support Services
CNI,Canadian National Rail Co.,NYSE,XLI,,False,Railroad
CNK,Cinemark Holdings Corp.,NYSE,XLY,,False,Gambling
CNM,Core & Main Inc.,NYSE,XLI,,False,Airlines
CNMD,CONMED Corp.,NYSE,XLV,,False,Medical Supplies
CNNE,"Cannae Holdings, Inc.",NYSE,XLF,,False,Life Insurance
CNO,CNO Financial Group Inc.,NYSE,XLF,,False,Asset Managers
CNOB,ConnectOne Bancorp Inc.,NASD,XLF,,False,Banks
CNP,"CenterPoint Energy, Inc.",NYSE,XLU,,True,Gas Distribution
CNQ,Canadian Natural Resources,NYSE,XLE,,False,Coal
CNS,Cohen & Steers Inc.,NYSE,XLF,,False,Specialty Finance
CNSL,Consolidated Communications Holdings Inc.,NASD,XLC,,False,Media Agencies
CNSP,CNS Pharmaceuticals Inc,NASD,XLV,,False,Biotechnology
CNTA,Centessa Pharmaceuticals Plc,NASD,XLV,,False,Pharmaceuticals
CNTB,Connect Biopharma Holdings Ltd.,NASD,XLV,,False,Biotechnology
CNTG,Centogene NV,NASD,XLV,,False,Biotechnology
CNTX,Context Therapeutics Inc.,NASD,XLV,,False,Biotechnology
CNTY,"Century Casinos, Inc.",NASD,XLY,,False,Recreational Products
CNVS,Cineverse Corp.,NASD,XLK,,False,Computer Hardware
CNX,CNX  Resources Corp.,NYSE,XLE,,False,Integrated Oil & Gas
CNXA,Connexa Sports Technologies Inc.,NASD,XLY,,False,Clothing & Accessories
CNXC,Concentrix Corp.,NASD,XLK,,False,Semiconductors
CNXN,"PC Connection, Inc.",NASD,XLK,,False,Electronic Equipment
COCO,Vita Coco Company Inc.,NASD,XLP,,False,Soft Drinks
COCP,"Cocrystal Pharma, Inc.",NASD,XLV,,False,Pharmaceuticals
CODA,"Coda Octopus Group, Inc.",NASD,XLK,,False,Electronic Equipment
CODI,Compass Diversified Holdings,NYSE,XLF,,False,Consumer Finance
CODX,"Co-Diagnostics, Inc.",NASD,XLV,,False,Biotechnology
COE,China Online Education Group,NYSE,XLY,,False,Specialty Retailers
COEP,Coeptis Therapeutics Holdings Inc.,NASD,XLV,,False,Pharmaceuticals
COF,Capital One Fncl Corp.,NYSE,XLF,,True,Asset Managers
COFS,"ChoiceOne Financial Services, Inc.",NASD,XLF,,False,Banks
COGT,"Cogent Biosciences, Inc",NASD,XLV,,False,Biotechnology
COHN,Cohen & Company Inc.,AMEX,XLF,,False,Consumer Finance
COHR,Coherent Corp.,NYSE,XLK,,False,Electrical Components
COHU,"Cohu, Inc.",NASD,XLK,,False,Software
COIN,Coinbase Global Inc.,NASD,XLK,,False,Software
COKE,"Coca-Cola Consolidated, Inc.",NASD,XLP,,False,Personal Products
COLB,"Columbia Banking System, Inc.",NASD,XLF,,False,Banks
COLD,Americold Realty Trust,NYSE,XLRE,,False,Specialty REITs
COLL,"Collegium Pharmaceutical, Inc.",NASD,XLV,,False,Pharmaceuticals
COLM,Columbia Sportswear Co.,NASD,XLY,,False,Durable Household Products
COMM,"CommScope, Inc.",NASD,XLK,,False,Computer Services
COMP,Compass Inc.,NYSE,XLK,,False,Software
COMS,ComSovereign Holding Corp.,NASD,XLK,,False,Software
CONN,"Conn's, Inc.",NASD,XLY,,False,Specialty Retailers
COO,Cooper Cos. Inc.,NYSE,XLV,,True,Health Care Providers
COOK,Traeger Inc.,NYSE,XLY,,False,Broadline Retailers
COOP,Mr. Cooper Group Inc.,NASD,XLF,,False,Banks
COP,ConocoPhillips,NYSE,XLE,,True,Exploration & Production
CORR,"CorEnergy Infrastructure Trust, Inc.",NYSE,XLRE,,False,Residential REITs
CORT,Corcept Therapeutics Inc.,NASD,XLV,,False,Pharmaceuticals
CORZQ,Core Scientific Inc.,OTCM,XLK,,False,Electronic Equipment
COSM,Cosmos Health Inc.,NASD,XLV,,False,Pharmaceuticals
COST,Costco Wholesale Corp.,NASD,XLP,,True,Personal Products
COTY,Coty Inc.,NYSE,XLP,,False,Food Products
COYA,Coya Therapeutics Inc.,NASD,XLV,,False,Pharmaceuticals
CP,Canadian Pacific Railway,NYSE,XLI,,False,Marine Transportation
CPA,COPA Holdings SA,NYSE,XLI,,False,Building Materials
CPAC,Cementos Pacasmayo S.A.A.,NYSE,XLI,,False,Industrial Machinery
CPB,Campbell Soup Co.,NYSE,XLP,,True,Food Products
CPE,Callon Petroleum Co. Del,NYSE,XLE,,False,Exploration & Production
CPF,"CPB, Inc.",NYSE,XLF,,False,Banks
CPG,Crescent Point Energy Corp.,NYSE,XLE,,False,Pipelines
CPHI,"China Pharma Holdings, Inc.",AMEX,XLV,,False,Pharmaceuticals
CPIX,Cumberland Pharmaceuticals Inc.,NASD,XLV,,False,Pharmaceuticals
CPK,Chesapeake Utilities Corp.,NYSE,XLU,,False,Multiutilities
CPLP,Capital Product Partners L.P.,NASD,XLI,,False,Transportation Services
CPNG,Coupang Inc.,NYSE,XLY,,False,Clothing & Accessories
CPOP,Pop Culture Group Co Ltd.,NASD,XLC,,False,Mobile Telecommunications
CPPKF,Copperbank Resources Corp.,OTCM,XLB,,False,Steel
CPRI,Capri Holdings Ltd.,NYSE,XLY,,False,Auto Parts
CPRT,"Copart, Inc.",NASD,XLI,,True,Transportation Services
CPRX,Catalyst Pharmaceuticals Partners Inc.,NASD,XLV,,False,Pharmaceuticals
CPS,Cooper-Standard Holdings Inc.,NYSE,XLY,,False,Clothing & Accessories
CPSH,CPS Technologies Corp.,NASD,XLC,,False,Media Agencies
CPSI,Computer Programs and Systems Inc.,NASD,XLK,,False,Software
CPSS,"Consumer Portfolio Services, Inc.",NASD,XLF,,False,Specialty Finance
CPT,Camden Property Trust,NYSE,XLRE,,True,Real Estate Services
CPTN,Cepton Inc.,NASD,XLK,,False,Computer Hardware
CPYYY,Centrica Plc,OTCM,XLU,,False,Water
CQP,"Cheniere Energy Partners, LP",AMEX,XLE,,False,Exploration & Production
CR,Crane Co,NYSE,XLI,,False,Business Support Services
CRAI,"CRA International, Inc.",NASD,XLI,,False,Business Support Services
CRARY,Credit Agricole SA,OTCM,XLF,,False,Banks
CRBG,Corebridge Financial Inc.,NYSE,XLF,,False,Asset Managers
CRBP,Corbus Pharmaceuticals Holdings Inc.,NASD,XLV,,False,Biotechnology
CRBU,Caribou Biosciences Inc.,NASD,XLV,,False,Biotechnology
CRC,California Resources Corp.,NYSE,XLE,,False,Integrated Oil & Gas
CRCT,Cricut Inc.,NASD,XLK,,False,Telecom Equipment
CRD/A,Crawford & Co.,NYSE,XLI,,False,Business Support Services
CRD/B,Crawford & Co.,NYSE,XLI,,False,Building Materials
CRDF,"Cardiff Oncology, Inc.",NASD,XLV,,False,Biotechnology
CRDO,Credo Technology Group Holding Ltd.,NASD,XLK,,False,Renewable Energy Equipment
CREG,China Recycling Energy Corp.,NASD,XLK,,False,Telecom Equipment
CRESY,Cresud S.A.C.I.F. y A.,NASD,XLP,,False,Food Products
CREX,"Creative Realities, Inc.",NASD,XLK,,False,Software
CRGO,Freightos Ltd.,NASD,XLI,,False,Railroad
CRGY,Crescent Energy Company,NYSE,XLE,,False,Exploration & Production
CRH,"CRH, PLC",NYSE,XLI,,False,Industrial Suppliers
CRI,Carter Holdings Inc.,NYSE,XLY,,False,Footwear
CRIS,"Curis, Inc.",NASD,XLV,,False,Biotechnology
CRK,"Comstock Resources, Inc.",NYSE,XLE,,False,Exploration & Production
