Symbol,Name,Exchange,Sector,Sector Name,S&P 500,Industry
RYN,"Rayonier, Inc.",NYSE,XLRE,,False,Real Estate Services
RYTM,"Rhythm Pharmaceuticals, Inc.",NASD,XLV,,False,Pharmaceuticals
RZB,"Reinsurance Group of America, Inc.",NYSE,XLF,,False,Property-Casualty Insurance
RZLT,"Rezolute, Inc.",NASD,XLV,,False,Pharmaceuticals
S,SentinelOne Inc.,NYSE,XLK,,False,Software
SA,"Seabridge Gold, Inc.",NYSE,XLB,,False,Gold Mining
SABR,Sabre Corp.,NASD,XLY,,False,Specialty Retailers
SABS,SAB Biotherapeutics Inc.,NASD,XLV,,False,Biotechnology
SACH,Sachem Capital Corp.,AMEX,XLRE,,False,Specialty REITs
SAFE,Safehold Inc.,NYSE,XLRE,,False,Specialty REITs
SAFT,"Safety Insurance Group, Inc.",NASD,XLF,,False,Asset Managers
SAGE,"SAGE Therapeutics, Inc.",NASD,XLV,,False,Pharmaceuticals
SAH,"Sonic Automotive, Inc.",NYSE,XLY,,False,Specialty Retailers
SAI,SAI.TECH Global Corporation,NASD,XLK,,False,Computer Services
SAIA,SAIA Inc.,NASD,XLI,,False,Marine Transportation
SAIC,Science Applications International Corp.,NYSE,XLK,,False,Electrical Components
SAL,"Salisbury Bancorp, Inc.",NASD,XLF,,False,Banks
SALM,"Salem Media Group, Inc.",NASD,XLC,,False,Entertainment
SAM,Boston Beer Co. Cl A,NYSE,XLP,,False,Food Products
SAMG,Silvercrest Asset Management Group Inc.,NASD,XLF,,False,Asset Managers
SAN,Banco Santander SA,NYSE,XLF,,False,Banks
SANA,Sana Biotechnology Inc.,NASD,XLV,,False,Biotechnology
SAND,Sandstorm Gold Ltd.,NYSE,XLB,,False,Gold Mining
SANG,Sangoma Technologies Corp.,NASD,XLK,,False,Software
SANM,Sanmina Corp.,NASD,XLK,,False,Telecom Equipment
SANW,S&W Seed Co.,NASD,XLP,,False,Food Products
SAP,SAP SE,NYSE,XLK,,False,Software
SAR,Saratoga Investment Corp.,NYSE,XLF,,False,Investment Services
SASI,"Sigma Labs, Inc.",NASD,XLI,,False,Airlines
SASR,"Sandy Spring Bancorp, Inc.",NASD,XLF,,False,Banks
SATL,Satellogic Inc.,NASD,XLK,,False,Telecom Equipment
SATS,EchoStar Holding Corp.,NASD,XLK,,False,Telecom Equipment
SATX,SatixFy Communications,NASD,XLK,,False,Computer Services
SAVA,"Cassava Sciences, Inc.",NASD,XLV,,False,Pharmaceuticals
SAVE,"Spirit Airlines, Inc.",NYSE,XLI,,False,Diversified Industrials
SB,Safe Bulkers Inc.,NYSE,XLI,,False,Marine Transportation
SBAC,SBA Communications Corp.,NASD,XLRE,,True,Specialty REITs
SBCF,Seacoast Banking Corp. of Florida,NASD,XLF,,False,Banks
SBET,SharpLink Gaming Ltd.,NASD,XLK,,False,Software
SBGI,"Sinclair Broadcast Group, Inc.",NASD,XLC,,False,Publishing
SBH,Sally Beauty Holdings Inc.,NYSE,XLY,,False,Special Consumer Services
SBIG,SpringBig Holdings Inc.,NASD,XLK,,False,Telecom Equipment
SBLK,Star Bulk Carriers Corp.,NASD,XLI,,False,Marine Transportation
SBNY,Signature Bank,NASD,XLF,,False,Banks
SBOW,"SilverBow Resources, Inc.",NYSE,XLE,,False,Exploration & Production
SBR,Sabine Royalty Trust,NYSE,XLE,,False,Exploration & Production
SBRA,Sabra Healthcare REIT Inc.,NASD,XLRE,,False,Specialty REITs
SBS,Companhia de Saneamento,NYSE,XLU,,False,Gas Distribution
SBSI,"Southside Bancshares, Inc.",NASD,XLF,,False,Banks
SBSW,Sibanye Stillwater Ltd,NYSE,XLB,,False,Nonferrous Metals
SBT,"Sterling Bancorp, Inc.",NASD,XLF,,False,Banks
SBUX,Starbucks Corp.,NASD,XLY,,True,Furnishings
SCCO,Southern Copper Corp.,NYSE,XLB,,False,Steel
SCGLY,Societe Generale Group,OTCM,XLF,,False,Banks
SCHL,Scholastic Corp.,NASD,XLC,,False,Fixed Telecommunications
SCHN,"Schnitzer Steel Industries, Inc.",NASD,XLB,,False,Specialty Chemicals
SCHW,Charles Schwab Corp.,NYSE,XLF,,True,Investment Services
SCHW/PD,Charles Schwab Corporation,NYSE,XLF,,False,Asset Managers
SCI,Service Corp.,NYSE,XLY,,False,Special Consumer Services
SCKT,"Socket Mobile, Inc.",NASD,XLK,,False,Computer Hardware
SCL,Stepan Co.,NYSE,XLB,,False,Containers & Packaging
SCLX,Scilex Holding Company,NASD,XLV,,False,Pharmaceuticals
SCM,Stellus Capital Investment Corp.,NYSE,XLF,,False,Asset Managers
SCMWY,Swisscom AG,OTCM,XLC,,False,Media Agencies
SCOR,comScore Inc.,NASD,XLC,,False,Internet
SCPH,"Scpharmaceuticals, Inc.",NASD,XLV,,False,Pharmaceuticals
SCPL,SciPlay Corp.,NASD,XLC,,False,Internet
SCS,"Steelcase, Inc.",NYSE,XLY,,False,Apparel Retailers
SCSC,"ScanSource, Inc.",NASD,XLK,,False,Computer Services
SCTL,"Societal CDMO, Inc.",NASD,XLV,,False,Pharmaceuticals
SCU,Sculptor Capital Management Inc,NYSE,XLF,,False,Asset Managers
SCVL,"Shoe Carnival, Inc.",NASD,XLY,,False,Durable Household Products
SCWO,374Water Inc.,NASD,XLI,,False,Business Support Services
SCWX,SecureWorks Corp.,NASD,XLK,,False,Electrical Components
SCX,Starrett L S Co.,NYSE,XLY,,False,Restaurants & Bars
SCYX,"SCYNEXIS, Inc.",NASD,XLV,,False,Pharmaceuticals
SD,"SandRidge Energy, Inc.",NYSE,XLE,,False,Oil Equipment & Services
SDC,SmileDirectClub Inc.,NASD,XLV,,False,Health Care Providers
SDCH,SideChannel Inc.,OTCM,XLK,,False,Computer Services
SDGR,Schrodinger Inc.,NASD,XLK,,False,Software
SDH,Global Internet of People Inc.,NASD,XLI,,False,Delivery Services
SDIG,Stronghold Digital Mining Inc.,NASD,XLF,,False,Asset Managers
SDOT,Sadot Group Inc.,NASD,XLY,,False,Restaurants & Bars
SDPI,Superior Drilling Products Inc.,AMEX,XLE,,False,Oil Equipment & Services
SDRL,Seadrill Ltd.,NYSE,XLE,,False,Integrated Oil & Gas
SDXAY,Sodexo,OTCM,XLY,,False,Recreational Services
SE,Sea Ltd.,NYSE,XLK,,False,Renewable Energy Equipment
SEAL/PB,Seapeak LLC,NYSE,XLI,,False,Marine Transportation
SEAS,"SeaWorld Entertainment, Inc.",NYSE,XLY,,False,Clothing & Accessories
SEAT,Vivid Seats Inc.,NASD,XLC,,False,Mobile Telecommunications
SEB,Seaboard Corp.,AMEX,XLP,,False,Food Products
SECO,Secoo Holding Limited,NASD,XLY,,False,Automobiles
SEDG,"SolarEdge Technologies, Inc.",NASD,XLK,,False,Computer Hardware
SEE,Sealed Air Corp New,NYSE,XLB,,False,Paper
SEED,Origin Agritech Ltd.,NASD,XLP,,False,Food Products
SEEL,"Seelos Therapeutics, Inc.",NASD,XLV,,False,Pharmaceuticals
SEER,Seer Inc.,NASD,XLV,,False,Biotechnology
SEIC,SEI Investments Co.,NASD,XLF,,False,Investment Services
SEKEY,Seiko Epson Corp.,OTCM,XLK,,False,Electronic Equipment
SELB,"Selecta Biosciences, Inc.",NASD,XLV,,False,Biotechnology
SELF,"Global Self Storage, Inc.",NASD,XLRE,,False,Real Estate Services
SEM,Select Medical Holdings Corp.,NYSE,XLV,,False,Medical Equipment
SEMR,SEMrush Holdings Inc.,NYSE,XLK,,False,Semiconductors
SENEA,Seneca Foods Corp.,NASD,XLP,,False,Food Retailers
SENS,Senseonics Holdings Inc.,AMEX,XLV,,False,Medical Supplies
SEOAY,Stora Enso Oyj,OTCM,XLB,,False,Nonferrous Metals
SERA,Sera Prognostics Inc.,NASD,XLV,,False,Medical Equipment
SEVCQ,Sono Group N.V.,OTCM,XLY,,False,Clothing & Accessories
SF,Stifel Financial Corp.,NYSE,XLF,,False,Specialty Finance
SFBS,"ServisFirst Bancshares, Inc.",NYSE,XLF,,False,Banks
SFE,"Safeguard Scientifics, Inc.",NASD,XLF,,False,Investment Services
SFIX,"Stitch Fix, Inc.",NASD,XLY,,False,Automobiles
SFL,Ship Finance Intl Ltd.,NYSE,XLI,,False,Transportation Services
SFM,Sprouts Farmers Market Inc.,NASD,XLP,,False,Food Products
SFNC,Simmons First National Corp.,NASD,XLF,,False,Banks
SFR,"Appreciate Holdings, Inc.",NASD,XLRE,,False,Hotel & Lodging REITs
SFST,"Southern First Bancshares, Inc.",NASD,XLF,,False,Banks
SFT,"Shift Technologies, Inc.",NASD,XLY,,False,Restaurants & Bars
SFTBF,SoftBank Corp.,OTCM,XLC,,False,Mobile Telecommunications
SFTBY,SoftBank Corp.,OTCM,XLC,,False,Entertainment
SFWL,Shengfeng Development Ltd.,NASD,XLI,,False,Building Materials
SG,Sweetgreen Inc.,NYSE,XLY,,False,Clothing & Accessories
SGA,"Saga Communications, Inc.",NASD,XLC,,False,Fixed Telecommunications
SGAPY,Singapore Telecommunications Limited ADR,OTCM,XLC,,False,Media Agencies
SGBX,"SG Blocks, Inc.",NASD,XLI,,False,Business Support Services
SGC,"Superior Group of Companies, Inc.",NASD,XLY,,False,Restaurants & Bars
SGE,"Strong Global Entertainment Inc,",AMEX,XLK,,False,Electrical Components
SGEN,Seagen,NASD,XLV,,False,Biotechnology
SGH,"Smart Global Holdings, Inc.",NASD,XLK,,False,Software
SGHT,Sight Sciences Inc.,NASD,XLV,,False,Health Care Providers
SGLY,Singularity Future Technology Ltd.,NASD,XLI,,False,Marine Transportation
SGMA,"SigmaTron Intl, Inc.",NASD,XLK,,False,Computer Hardware
SGML,Sigma Lithium Corp.,NASD,XLB,,False,Gold Mining
SGMO,"Sangamo Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
SGNLF,Signal Gold Inc.,OTCM,XLB,,False,Commodity Chemicals
SGRP,"SPAR Group, Inc.",NASD,XLC,,False,Mobile Telecommunications
SGRY,"Surgery Partners, Inc.",NASD,XLV,,False,Medical Supplies
SGU,Star Gas Partners L P,NYSE,XLU,,False,Water
SHAK,Shake Shack Inc.,NYSE,XLY,,False,Hotels
SHBI,Shore Bancshares Inc.,NASD,XLF,,False,Banks
SHC,Sotera Health Co,NASD,XLV,,False,Medical Equipment
SHCAY,Sharp Corp. ADR,OTCM,XLK,,False,Renewable Energy Equipment
SHCO,Soho House & Co Inc.,NYSE,XLY,,False,Footwear
SHCR,Sharecare Inc.,NASD,XLK,,False,Software
SHECY,"Shin-Etsu Chemical Co., Ltd.",OTCM,XLB,,False,Specialty Chemicals
SHEL,Shell Plc,NYSE,XLE,,False,Exploration & Production
SHEN,Shenandoah Telecommunications Co.,NASD,XLC,,False,Internet
SHG,Shinhan Financial Group Co. Ltd.,NYSE,XLF,,False,Banks
SHIP,Seanergy Maritime Holdings Corp.,NASD,XLI,,False,Marine Transportation
SHLS,Shoals Technologies Group Inc.,NASD,XLK,,False,Computer Hardware
SHO,"Sunstone Hotel Investors, Inc.",NYSE,XLRE,,False,Retail REITs
SHOO,"Steven Madden, Ltd.",NASD,XLY,,False,Apparel Retailers
SHOP,"Shopify, Inc.",NYSE,XLK,,False,Semiconductors
SHPH,Shuttle Pharmaceuticals Holdings Inc.,NASD,XLV,,False,Pharmaceuticals
SHW,Sherwin Williams Co.,NYSE,XLB,,True,Steel
SHWZ,"Medicine Man Technologies, Inc.",OTCM,XLI,,False,Commercial Vehicles
SHYF,"The Shyft Group, Inc.",NASD,XLI,,False,Aerospace
SI,Silvergate Capital Corp,NYSE,XLF,,False,Banks
SIBN,"SI Bone, Inc.",NASD,XLV,,False,Medical Supplies
SID,"Companhia Siderurgica Nacional, SA",NYSE,XLB,,False,Nonferrous Metals
SIDU,"Sidus Space, Inc.",NASD,XLI,,False,Diversified Industrials
SIEB,Siebert Financial Corp.,NASD,XLF,,False,Property-Casualty Insurance
SIEGY,Siemens AG,OTCM,XLI,,False,Aerospace
SIEN,"Sientra, Inc.",NASD,XLV,,False,Medical Equipment
SIF,"SIFCO Industries, Inc.",AMEX,XLI,,False,Industrial Suppliers
SIFY,Sify Technologies Ltd.,NASD,XLC,,False,Entertainment
SIG,Signet Jewelers Ltd.,NYSE,XLY,,False,Recreational Services
SIGA,"SIGA Technologies, Inc.",NASD,XLV,,False,Biotechnology
SIGI,"Selective Insurance Group, Inc.",NASD,XLF,,False,Asset Managers
SII,Sprott Inc.,NYSE,XLF,,False,Property-Casualty Insurance
SILC,Silicom Ltd.,NASD,XLK,,False,Renewable Energy Equipment
SILK,"Silk Road Medical, Inc.",NASD,XLV,,False,Medical Supplies
SILV,SilverCrest Metals Inc.,AMEX,XLB,,False,Gold Mining
SIMO,Silicon Motion Technology Corp. ADS,NASD,XLK,,False,Software
SINGD,"Singlepoint, Inc.",OTCM,XLK,,False,Semiconductors
SINT,"SiNtx Technologies, Inc.",NASD,XLV,,False,Medical Equipment
SIOX,Sio Gene Therapies Inc.,OTCM,XLV,,False,Biotechnology
SIRC,Solar Integrated Roofing Corp.,OTCM,XLK,,False,Electrical Components
SIRI,Sirius XM Holdings Inc.,NASD,XLC,,False,Media Agencies
SISI,"Shineco, Inc.",NASD,XLV,,False,Pharmaceuticals
SITC,SITE Centers Corp.,NYSE,XLRE,,False,Retail REITs
SITE,"SiteOne Landscape Supply, Inc.",NYSE,XLI,,False,Airlines
SITM,SiTime Corp.,NASD,XLK,,False,Semiconductors
SIVBQ,SVB Financial Group,OTCM,XLF,,False,Banks
SIX,Six Flags Entertainment Corp.,NYSE,XLY,,False,Footwear
SJ,Scienjoy Holding Corp.,NASD,XLC,,False,Entertainment
SJM,The J. M. Smucker Co.,NYSE,XLP,,True,Food Products
SJT,San Juan Basin Royalty Trust,NYSE,XLE,,False,Oil Equipment & Services
SJW,SJW Group Inc.,NYSE,XLU,,False,Conventional Electricity
SKE,Skeena Resources Limited,NYSE,XLB,,False,General Mining
SKLZ,Skillz Inc.,NYSE,XLC,,False,Mobile Telecommunications
SKM,SKTelecom Co. Ltd.,NYSE,XLC,,False,Internet
SKT,Tanger Fctry Outlet Cntrs,NYSE,XLRE,,False,Specialty REITs
SKWD,Skyward Specialty Insurance Group Inc.,NASD,XLF,,False,Life Insurance
SKX,"Skechers Usa, Inc.",NYSE,XLY,,False,Home Construction
SKY,Skyline Corp.,NYSE,XLY,,False,Auto Parts
SKYE,Skye Bioscience Inc.,OTCM,XLV,,False,Pharmaceuticals
SKYH,Sky Harbour Group Corporation,AMEX,XLRE,,False,Industrial & Office REITs
SKYT,SkyWater Technology Inc.,NASD,XLK,,False,Semiconductors
SKYW,"SkyWest, Inc.",NASD,XLI,,False,Heavy Construction
SKYX,SQL Technologies Corp.,NASD,XLK,,False,Electrical Components
SLAB,"Silicon Laboratories, Inc.",NASD,XLK,,False,Software
SLB,Schlumberger Ltd.,NYSE,XLE,,True,Exploration & Production
SLCA,"US Silica Holdings, Inc.",NYSE,XLB,,False,Containers & Packaging
SLDB,"Solid Biosciences, Inc.",NASD,XLV,,False,Biotechnology
SLDPW,Solid Power Inc.,NASD,XLY,,False,Hotels
SLF,Sun Life Financial,NYSE,XLF,,False,Consumer Finance
SLG,SL Green Realty Corp.,NYSE,XLRE,,False,Hotel & Lodging REITs
SLGG,"Super League Gaming, Inc.",NASD,XLC,,False,Internet
SLGL,Sol-Gel Technologies Ltd.,NASD,XLV,,False,Pharmaceuticals
SLGN,"Silgan Holdings, Inc.",NYSE,XLB,,False,Paper
SLM,SLM Holding Corp.,NASD,XLF,,False,Consumer Finance
SLMBP,SLM Corp.,NASD,XLF,,False,Life Insurance
SLNA,Selina Hospitality Plc,NYSE,XLY,,False,Auto Parts
SLND,Southland Holdings Inc.,AMEX,XLI,,False,Aerospace
SLNG,Stabilis Energy Inc.,OTCM,XLK,,False,Computer Hardware
SLNH,"Soluna Holdings, Inc.",OTCM,XLI,,False,Building Materials
SLNO,"Soleno Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
SLP,"Simulations Plus, Inc.",NASD,XLK,,False,Software
SLQT,SelectQuote Inc.,NYSE,XLF,,False,Asset Managers
SLRC,SLR Investment Corporation,NASD,XLF,,False,Investment Services
SLRN,Acelyrin Inc.,NASD,XLV,,False,Pharmaceuticals
SLRX,Salarius Pharmaceuticals Inc.,NASD,XLV,,False,Biotechnology
SLS,"SELLAS Life Sciences Group, Inc.",NASD,XLV,,False,Biotechnology
SLVM,Sylvamo Corp.,NYSE,XLB,,False,Nonferrous Metals
SLVRF,Silver One Resources Inc.,OTCM,XLB,,False,Nonferrous Metals
SM,SM Energy Co.,NYSE,XLE,,False,Pipelines
SMAR,"Smartsheet, Inc.",NYSE,XLK,,False,Software
SMBC,"Southern Missouri Bancorp, Inc.",NASD,XLF,,False,Banks
SMBK,"SmartFinancial, Inc.",NASD,XLF,,False,Banks
SMCI,"Super Micro Computer, Inc",NASD,XLK,,True,Electronic Equipment
SMDZF,Strategic Metals Ltd.,OTCM,XLB,,False,Specialty Chemicals
SMFG,Sumitomo Mitsui Financial Group Inc.,NYSE,XLF,,False,Banks
SMFL,Smart for Life Inc.,NASD,XLP,,False,Food Products
SMG,The Scotts Miracle-Gro Company,NYSE,XLB,,False,Nonferrous Metals
SMHI,SEACOR Marine Holdings Inc.,NYSE,XLI,,False,Trucking
SMID,Smith-Midland Corp.,OTCM,XLI,,False,Industrial Suppliers
SMLP,"Summit Midstream Partners, LP",NYSE,XLE,,False,Oil Equipment & Services
SMLR,Semler Scientific Inc.,OTCM,XLV,,False,Health Care Providers
SMME,SmartMetric Inc.,OTCM,XLK,,False,Electronic Equipment
SMMF,Summit Financial Group Inc.,NASD,XLF,,False,Banks
SMMT,Summit Therapeutics PLC,NASD,XLV,,False,Pharmaceuticals
SMP,"Standard Motor Prod, Inc.",NYSE,XLY,,False,Furnishings
SMPL,The Simply Good Foods Co.,NASD,XLP,,False,Food Products
SMRT,"SmartRent, Inc.",NYSE,XLK,,False,Software
SMSI,"Smith Micro Software, Inc.",NASD,XLK,,False,Semiconductors
SMTC,Semtech Corp.,NASD,XLK,,False,Software
SMTI,Sanara MedTech Inc.,OTCM,XLV,,False,Pharmaceuticals
SMTSF,Sierra Metals Inc.,OTCM,XLB,,False,General Mining
SMWB,Similarweb Ltd.,NYSE,XLK,,False,Software
SNA,Snap On Inc. Holding Co.,NYSE,XLI,,True,Airlines
SNAP,Snap Inc.,NYSE,XLC,,False,Internet
SNBR,Sleep Number Corporation,NASD,XLY,,False,Automobiles
SNCR,"Synchronoss Technologies, Inc.",NASD,XLK,,False,Software
SNCY,Sun Country Airlines Holdings Inc.,NASD,XLI,,False,Business Support Services
SND,"Smart Sand, Inc.",NASD,XLB,,False,Commodity Chemicals
SNDA,"Sonida Senior Living, Inc.",NYSE,XLV,,False,Medical Equipment
SNDL,SNDL Inc.,NASD,XLV,,False,Pharmaceuticals
SNDR,"Schneider National, Inc.",NYSE,XLI,,False,Waste & Disposal Services
SNDX,"Syndax Pharmaceuticals, Inc.",NASD,XLV,,False,Pharmaceuticals
SNES,"SenesTech, Inc.",NASD,XLV,,False,Biotechnology
SNEX,INTL FCStone Inc.,NASD,XLF,,False,Mortgage Finance
SNFCA,Security National Financial Corp.,NASD,XLF,,False,Consumer Finance
SNGX,"Soligenix, Inc.",NASD,XLV,,False,Biotechnology
SNN,Smith and Nephew PLC,NYSE,XLV,,False,Medical Equipment
SNOA,"Sonoma Pharmaceuticals, Inc.",NASD,XLV,,False,Medical Equipment
SNOW,Snowflake Inc.,NYSE,XLK,,False,Software
SNPO,Snap One Holdings Corp.,NASD,XLK,,False,Computer Hardware
SNPS,"Synopsys, Inc.",NASD,XLK,,True,Software
SNSE,Sensei Biotherapeutics Inc.,NASD,XLV,,False,Biotechnology
SNT,Senstar Technologies Ltd.,NASD,XLI,,False,Business Support Services
SNTG,Sentage Holdings Inc.,NASD,XLF,,False,Consumer Finance
SNV,Synovus Financial Corp.,NYSE,XLF,,False,Banks
SNX,TD SYNNEX Corp.,NYSE,XLK,,False,Electrical Components
SNY,Sanofi SA,NASD,XLV,,False,Pharmaceuticals
SO,Southern Co.,NYSE,XLU,,True,Gas Distribution
SOBR,Sobr Safe Inc.,NASD,XLK,,False,Telecom Equipment
SOFI,"SoFi Technologies, Inc.",NASD,XLF,,False,Asset Managers
SOFO,"Sonic Foundry, Inc.",NASD,XLK,,False,Renewable Energy Equipment
SOHO,SoTHERLY Hotels Inc.,NASD,XLRE,,False,Hotel & Lodging REITs
SOHOO,Sotherly Hotels Inc.,NASD,XLRE,,False,Retail REITs
SOHU,Sohu.com Ltd.,NASD,XLC,,False,Mobile Telecommunications
SOI,"Solaris Oilfield Infrastructure, Inc.",NYSE,XLE,,False,Exploration & Production
SOL,ReneSola Ltd.,NYSE,XLK,,False,Electronic Equipment
SOLO,Electrameccanica Vehicles Corp.,NASD,XLY,,False,Hotels
SOMLY,Secom Co Ltd.,OTCM,XLI,,False,Industrial Machinery
SOMMY,"Sumitomo Chemical Company, Ltd.",OTCM,XLB,,False,Containers & Packaging
SON,Sonoco Products Co.,NYSE,XLB,,False,Aluminum
SOND,Sonder Holdings Inc.,NASD,XLY,,False,Auto Parts
SONM,Sonim Technologies Inc.,NASD,XLC,,False,Entertainment
SONN,"Sonnet BioTherapeutics Holdings, Inc.",NASD,XLV,,False,Biotechnology
SONO,Sonos Inc.,NASD,XLK,,False,Electronic Equipment
SONX,Sonendo Inc.,NYSE,XLV,,False,Medical Supplies
SONY,Sony Group Corporation,NYSE,XLK,,False,Electronic Equipment
SOPA,Society Pass Incorporated,NASD,XLK,,False,Software
SOPH,SOPHiA Genetics SA,NASD,XLK,,False,Software
SOR,"Source Capital, Inc.",NYSE,XLF,,False,Specialty Finance
SOS,SOS Limited,NYSE,XLK,,False,Software
SOTK,Sono Tek Corp.,NASD,XLI,,False,Aerospace
SOUHY,South32 Ltd.,OTCM,XLB,,False,Specialty Chemicals
SOUN,SoundHound AI Inc.,NASD,XLK,,False,Software
SOVO,Sovos Brands Inc.,NASD,XLP,,False,Nondurable Home Products
SP,SP Plus Corp.,NASD,XLY,,False,Specialty Retailers
SPB,Spectrum Brands Inc.,NYSE,XLP,,False,Food Retailers
SPCB,"SuperCom, Ltd.",NASD,XLK,,False,Renewable Energy Equipment
SPCE,Virgin Galactic Holdings Inc,NYSE,XLI,,False,Aerospace
SPFI,"South Plains Financial, Inc.",NASD,XLF,,False,Banks
SPG,"Simon Property Group, Inc.",NYSE,XLRE,,True,Retail REITs
SPG/PJ,Simon Property Group Inc.,NYSE,XLRE,,False,Retail REITs
SPGI,S&P Global Inc.,NYSE,XLF,,True,Reinsurance
SPGYF,Whitecap Resources Inc.,OTCM,XLE,,False,Integrated Oil & Gas
SPH,Suburban Propane Partners LP,NYSE,XLY,,False,Specialty Retailers
SPHR,Sphere Entertainment Co.,NYSE,XLC,,False,Fixed Telecommunications
SPI,"SPI Energy Co., Ltd.",NASD,XLK,,False,Renewable Energy Equipment
SPKKY,Spark New Zealand Ltd.,OTCM,XLC,,False,Mobile Telecommunications
SPLK,Splunk Inc.,NASD,XLK,,False,Software
SPNS,Sapiens Intl Corp. N.V.,NASD,XLK,,False,Software
SPNT,SiriusPoint Ltd.,NYSE,XLF,,False,Reinsurance
SPOK,"Spok Holdings, Inc.",NASD,XLC,,False,Internet
SPOT,Spotify Technology S.A.,NYSE,XLC,,False,Internet
SPR,Spirit AeroSystems Holdings Inc.,NYSE,XLI,,False,Industrial Machinery
SPRB,Spruce Biosciences Inc.,NASD,XLV,,False,Biotechnology
SPRC,SciSparc Ltd.,NASD,XLV,,False,Pharmaceuticals
SPRO,"Spero Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
SPRU,Spruce Power Holding Corporation,NYSE,XLY,,False,Restaurants & Bars
SPSC,"SPS Commerce, Inc.",NASD,XLK,,False,Semiconductors
SPT,Sprout Social Inc,NASD,XLC,,False,Media Agencies
SPTN,SpartanNash Company,NASD,XLP,,False,Food Products
SPWH,"Sportsman's Warehouse Holdings, Inc.",NASD,XLY,,False,Special Consumer Services
SPWR,SunPower Corp.,NASD,XLK,,False,Computer Services
SPXC,SPX Corp.,NYSE,XLI,,False,Business Support Services
SPYR,"SPYR, Inc.",OTCM,XLY,,False,Auto Parts
SQ,"Block, Inc.",NYSE,XLK,,False,Computer Hardware
SQL,Seqll Inc.,NASD,XLV,,False,Biotechnology
SQM,Sociedad Quimica Y Minera,NYSE,XLB,,False,Gold Mining
SQNS,Sequans Communications S. A.,NYSE,XLK,,False,Software
SQSP,Squarespace Inc.,NYSE,XLK,,False,Software
SQZB,SQZ Biotechnologies Co,OTCM,XLV,,False,Biotechnology
SR,Spire Inc.,NYSE,XLU,,False,Multiutilities
SRAD,Sportradar Group AG,NASD,XLK,,False,Software
SRAX,SRAX Inc.,OTCM,XLC,,False,Publishing
SRC,"Spirit Realty Capital, Inc.",NYSE,XLRE,,False,Diversified REITs
SRCE,1st Source Corp.,NASD,XLF,,False,Banks
SRCL,"Stericycle, Inc.",NASD,XLI,,False,Marine Transportation
SRDX,"Surmodics, Inc.",NASD,XLV,,False,Medical Supplies
SRE,Sempra Energy,NYSE,XLU,,True,Conventional Electricity
SRG,Seritage Growth Properties,NYSE,XLRE,,False,Industrial & Office REITs
SRGAQ,"Surgalign Holdings, Inc.",OTCM,XLV,,False,Medical Equipment
SRI,"Stoneridge, Inc.",NYSE,XLY,,False,Business Training Agencies
SRL,Scully Royalty Ltd.,NYSE,XLF,,False,Banks
SRNEQ,"Sorrento Therapeutics, Inc.",OTCM,XLV,,False,Biotechnology
SRPT,"Sarepta Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
SRRK,Scholar Rock Holding Corp.,NASD,XLV,,False,Biotechnology
SRT,"Startek, Inc.",NYSE,XLI,,False,Building Materials
SRTS,"Sensus Healthcare, Inc.",NASD,XLV,,False,Pharmaceuticals
SRZN,Surrozen Inc.,NASD,XLV,,False,Biotechnology
SSB,South State Corp.,NASD,XLF,,False,Banks
SSBI,Summit State Bank,NASD,XLF,,False,Banks
SSBK,Southern States Bancshares Inc.,NASD,XLF,,False,Banks
SSD,"Simpson Mfg Co, Inc.",NYSE,XLI,,False,Business Support Services
SSEZY,SSE plc,OTCM,XLU,,False,Gas Distribution
SSKN,"Strata Skin Sciences, Inc.",NASD,XLV,,False,Medical Equipment
SSL,Sasol Ltd.,NYSE,XLE,,False,Exploration & Production
SSMXY,Sysmex Corp.,OTCM,XLV,,False,Health Care Providers
SSNC,SS & C Technologies Holdings Inc.,NASD,XLK,,False,Software
SSNT,"SilverSun Technologies, Inc.",NASD,XLK,,False,Software
SSP,Scripps E W Co.,NASD,XLC,,False,Media Agencies
SSREY,Swiss RE Ltd.,OTCM,XLF,,False,Asset Managers
SSRM,SSR Mining Inc.,NASD,XLB,,False,Steel
SSSS,SuRo Capital Corp,NASD,XLF,,False,Mortgage Finance
SST,System1 Inc.,NYSE,XLC,,False,Publishing
SSTI,"Shotspotter, Inc",NASD,XLK,,False,Software
SSTK,"Shutterstock, Inc.",NYSE,XLC,,False,Media Agencies
SSY,"SunLink Health Systems, Inc.",AMEX,XLV,,False,Medical Equipment
SSYS,"Stratasys, Inc.",NASD,XLK,,False,Electronic Equipment
ST,Sensata Technologies Holding N. V.,NYSE,XLK,,False,Computer Services
STAA,STAAR Surgical Co.,NASD,XLV,,False,Medical Equipment
STAB,"Statera Biopharma, Inc.",OTCM,XLV,,False,Biotechnology
STAF,"Staffing 360 Solutions, Inc.",NASD,XLY,,False,Business Training Agencies
STAG,Stag Industrial Inc.,NYSE,XLRE,,False,Mortgage REITs
STAR,iStar Inc.,NYSE,XLRE,,False,Real Estate Development
STBA,"S&T Bancorp, Inc.",NASD,XLF,,False,Banks
